slug,title,classification,displayTitle,subtitle,convertibility,pattern,tag,publishedAt,updatedAt,description,articleType,serviceLinked,serviceIds,seoTitleKeep,notes
jtb-domestic-travel-review,JTB国内旅行とは？予約できるもの・使い方・キャンセル前に知りたいことを解説,A. 単体サービス紹介,JTB 評判,JTB国内旅行とは？予約できるもの・使い方・キャンセル前に知りたいことを解説,自動変換可能,Aとは？〜,旅行,2026-08-15,2026-08-23,JTBの国内旅行予約では、国内ホテル・旅館だけでなく、交通付きツアーや旅行商品などをオンラインで探して予約できます。,service_review,あり,SRV-000009-jtb-domestic-travel,可,
jtrip-review,J-TRIP（ジェイトリップ）の評判・口コミは？JALで行く国内ツアーのメリット・デメリットを解説【2026年版】,A. 単体サービス紹介,J-TRIP 評判,J-TRIP（ジェイトリップ）の評判・口コミは？JALで行く国内ツアーのメリット・デメリットを解説【2026年版】,ほぼ自動変換可能,Aは〜,旅行,2026-08-17,2026-08-17,J-TRIP（ジェイトリップ）の特徴、評判・口コミ、JALで行く国内ツアーのメリット・デメリット、他サービスとの違いを整理します。,service_review,あり,SRV-000016-jtrip,可,
just-press-record-review,Just Press Recordとは？使い方・料金・文字起こしまでわかりやすく解説,A. 単体サービス紹介,Just Press Record,使い方・料金・文字起こしまでわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,Just Press Recordは、iPhone、iPad、Mac、Apple Watchで使える買い切り型の録音アプリです。ワンタップで録音を始め、録音した音声を文字起こしし、iCloud経由で複数のApple端末へ同期できます。,service_review,あり,,可,
kling-ai-review,Kling AIとは？Kling 3.0・料金・無料枠・クレジット・商用利用を解説【2026年版】,A. 単体サービス紹介,Kling AI,Kling 3.0・料金・無料枠・クレジット・商用利用を解説【2026年版】,自動変換可能,Aとは？〜,動画生成AI,2026-08-22,2026-08-22,Kling AIのKling VIDEO 3.0、料金、無料枠、クレジット、Text to Video・Image to Video、4K、商用利用まで2026年の公式情報で整理します。,service_review,あり,,可,
koala-sampler-review,Koala Samplerとは？使い方・料金・追加課金までわかりやすく解説,A. 単体サービス紹介,Koala Sampler,使い方・料金・追加課金までわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,Koala Samplerは、iPhoneやiPadのマイクで身の回りの音を録音し、その音を切り刻んだりエフェクトをかけたりしながらビートや楽曲を作れるサンプラーアプリです。専用のサンプラー機材がなくても、スマートフォンだけでサンプリングから曲作りまで進められます。,service_review,あり,,可,
krisp-review,Krispとは？ノイズ除去・AI議事録の使い方と料金をわかりやすく解説,A. 単体サービス紹介,Krisp,ノイズ除去・AI議事録の使い方と料金をわかりやすく解説,自動変換可能,Aとは？〜,AI議事録,2026-08-12,2026-08-24,Krispは、オンライン会議のノイズをリアルタイムで除去しながら、録音・文字起こし・AI議事録までまとめて行えるミーティングツールです。,service_review,あり,SRV-000006-krisp,可,
lawson-ticket-review,ローチケとは？手数料・買い方・Loppi・電子チケット・リセールまで解説【2026年版】,A. 単体サービス紹介,ローチケ,手数料・買い方・Loppi・電子チケット・リセールまで解説【2026年版】,自動変換可能,Aとは？〜,チケット,2026-08-22,2026-08-22,ローチケ（ローソンチケット）の買い方、手数料、支払い、Loppi、電子チケット、リセール、会員の違いまで2026年の公式情報で整理します。,service_review,あり,,可,
lenet-review,リネットとは？料金・送料・プレミアム会員・保管・最短納期を解説【2026年版】,A. 単体サービス紹介,リネット,料金・送料・プレミアム会員・保管・最短納期を解説【2026年版】,自動変換可能,Aとは？〜,宅配クリーニング,2026-08-22,2026-08-22,"リネットのワイシャツ495円、コート2,390円、プレミアム会員429円、送料条件、最短2日、保管、再仕上げまで2026年公式情報で整理します。",service_review,あり,,可,
lenet-vs-sentakubin,リネットとせんたく便を比較｜料金・送料・保管・納期はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,リネットとせんたく便を比較,料金・送料・保管・納期はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,宅配クリーニング,2026-08-22,2026-08-22,リネットとせんたく便を単品料金、5/10点パック、送料、最短納期、保管、会員費で比較します。,service_comparison,あり,,可,
letaido-review,Letaidoとは？月99ドルで何を任せられる？Ahrefs連携と料金を解説,A. 単体サービス紹介,Letaido,月99ドルで何を任せられる？Ahrefs連携と料金を解説,自動変換可能,Aとは？〜,AIサービス,2026-08-17,2026-08-23,Letaidoは、Ahrefsを開発するチームが提供する、マーケティング業務向けのAIエージェントワークスペースです。,service_review,あり,SRV-000022-letaido,可,
lindy-review,Lindyとは？AIチームメイトの使い方・料金・どんな仕事を任せられるかを解説,A. 単体サービス紹介,Lindy,AIチームメイトの使い方・料金・どんな仕事を任せられるかを解説,自動変換可能,Aとは？〜,AI業務自動化,2026-08-23,2026-08-24,Lindyは、メール、会議、Slack、調査、資料作成など、普段の仕事を自然な言葉で頼めるAIチームメイト型サービスです。,service_review,あり,,可,
linemo-review,LINEMOとは？ベストプランとベストプランVの違い・料金・LINEギガフリーまで解説,A. 単体サービス紹介,LINEMO,ベストプランとベストプランVの違い・料金・LINEギガフリーまで解説,自動変換可能,Aとは？〜,スマホキャリア,2026-08-22,2026-08-24,LINEMOは、ソフトバンクが提供するオンライン専用の携帯電話サービスです。,service_review,あり,,可,
lispass-review,リスパス（LisPass）とは？共通テスト英語リスニングの使い方・料金を解説,A. 単体サービス紹介,リスパス,（LisPass）とは？共通テスト英語リスニングの使い方・料金を解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,リスパス（LisPass）は、大学入学共通テストと旧センター試験の英語リスニング過去問を、スマートフォンだけで繰り返し解ける受験対策アプリです。,service_review,あり,,可,
lovable-review,Lovableとは？AIでWebアプリを作る方法・料金・無料版でどこまで試せるかを解説,A. 単体サービス紹介,Lovable,AIでWebアプリを作る方法・料金・無料版でどこまで試せるかを解説,自動変換可能,Aとは？〜,AIアプリ開発,2026-08-22,2026-08-24,Lovableは、作りたいWebサイトやWebアプリを自然な言葉で説明すると、AIがコードを書き、画面・データベース・認証・公開まで進めてくれるAIソフトウェア開発サービスです。,service_review,あり,,可,
lovable-vs-replit-agent,LovableとReplit Agent 4を比較｜AIアプリ開発・デザイン・バックエンド・公開はどっち？,B. 2サービス比較,Lovable vs Replit Agent,LovableとReplit Agent 4を自然言語開発、デザイン、Cloud、実行環境、並列タスク、チーム共同開発で比較します。,ほぼ自動変換可能,AとBを比較,AIアプリ開発,2026-08-22,2026-08-22,LovableとReplit Agent 4を自然言語開発、デザイン、Cloud、実行環境、並列タスク、チーム共同開発で比較します。,service_comparison,あり,,可,
mangaoukoku-review,まんが王国とは？無料漫画・ポイント還元・月額コース・使い方を解説【2026年版】,A. 単体サービス紹介,まんが王国,無料漫画・ポイント還元・月額コース・使い方を解説【2026年版】,自動変換可能,Aとは？〜,電子書籍,2026-08-22,2026-08-22,まんが王国の無料漫画、ポイント購入・使用還元、月額コース、来店ポイント、支払い方法、向いている人を2026年の公式情報で整理します。,service_review,あり,,可,
manus-review,Manusとは？AIエージェントの使い方・料金・無料版でどこまでできるかを解説,A. 単体サービス紹介,Manus,AIエージェントの使い方・料金・無料版でどこまでできるかを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-21,2026-08-24,Manusは、質問に答えるだけでなく、調査、Web操作、ファイル作成、スライド生成、Webサイト制作など、依頼した仕事を複数の手順に分けて実行できるAIエージェントです。,service_review,あり,,可,
meal-delivery-service-comparison,宅配食4社を比較｜nosh・三ツ星ファーム・DELIPICKS・ワタミどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,宅配食4社を比較,nosh・三ツ星ファーム・DELIPICKS・ワタミどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,宅配食,2026-08-22,2026-08-22,nosh、三ツ星ファーム、DELIPICKS、ワタミの宅食ダイレクトを料金、送料、栄養基準、メニュー、継続条件で比較します。,service_comparison,あり,,可,
meetgeek-review,MeetGeekとは？無料版とPro・Businessの違い、使い方をわかりやすく解説,A. 単体サービス紹介,MeetGeek,無料版とPro・Businessの違い、使い方をわかりやすく解説,自動変換可能,Aとは？〜,AI議事録,2026-08-13,2026-08-23,MeetGeekは、Zoom、Google Meet、Microsoft Teamsなどの会議を録音・文字起こしし、AIで要約、アクションアイテム、分析まで自動化できるAI議事録サービスです。,service_review,あり,SRV-000007-meetgeek,可,
meiko-global-engineer-hub-review,明光グローバルエンジニアHubとは？外国人エンジニア向け転職支援の特徴を解説,A. 単体サービス紹介,明光グローバルエンジニアHub,外国人エンジニア向け転職支援の特徴を解説,自動変換可能,Aとは？〜,就職・転職,2026-08-05,2026-08-23,明光グローバルエンジニアHubは、日本で働く外国人エンジニアを対象にした転職・キャリアアップ支援サービスです。,service_review,あり,SRV-000014,可,
memmy-agent-review,Mem Agentとは？何を自動で覚えてくれる？料金・Mem Proとの違いを解説,A. 単体サービス紹介,Memmy Agent,Mem Agentとは？何を自動で覚えてくれる？料金・Mem Proとの違いを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-17,2026-08-23,Mem Agentは、ノートアプリ「Mem」に保存したメモ、会議、アイデア、カレンダーなどを読み、忘れそうな予定や未処理のことを先回りして知らせるパーソナルAIエージェントです。,service_review,あり,SRV-000020-memmy-agent,可,
mercari-review,メルカリとは？買い方・売り方・手数料・発送方法までわかりやすく解説,A. 単体サービス紹介,メルカリ,買い方・売り方・手数料・発送方法までわかりやすく解説,自動変換可能,Aとは？〜,フリマ・個人売買,2026-08-22,2026-08-24,メルカリは、個人同士で不要品などを売買できるフリマアプリです。,service_review,あり,,可,
mercari-vs-yahoo-furima,メルカリとYahoo!フリマを比較｜販売手数料10％ vs 5％、送料・売れやすさはどっち？,B. 2サービス比較,メルカリ vs Yahoo!フリマ,メルカリとYahoo!フリマを販売手数料、1万円販売時の手残り、送料、匿名配送、売上金、売れやすさで比較します。,ほぼ自動変換可能,A vs B,フリマ・個人売買,2026-08-22,2026-08-22,メルカリとYahoo!フリマを販売手数料、1万円販売時の手残り、送料、匿名配送、売上金、売れやすさで比較します。,service_comparison,あり,,可,
merpay-review,メルペイとは？メルカリ売上金・iD・コード払い・クレジット・ポイントを解説【2026年版】,A. 単体サービス紹介,メルペイ,メルカリ売上金・iD・コード払い・クレジット・ポイントを解説【2026年版】,自動変換可能,Aとは？〜,スマホ決済,2026-08-22,2026-08-22,メルペイのメルカリ売上金、メルペイ残高、ポイント、iD・コード払い、メルペイのクレジット、本人確認、ネット決済まで2026年公式情報で整理します。,service_review,あり,,可,
minimo-review,minimoとは？サロンスタッフ直接予約・口コミ・予約リクエスト・キャンセルを解説【2026年版】,A. 単体サービス紹介,minimo,サロンスタッフ直接予約・口コミ・予約リクエスト・キャンセルを解説【2026年版】,自動変換可能,Aとは？〜,美容予約,2026-08-22,2026-08-22,minimo（ミニモ）のサロンスタッフ直接予約、すぐ予約、予約リクエスト、口コミ、メッセージ、キャンセル時の注意点を2026年の公式情報で整理します。,service_review,あり,,可,
mitsuboshi-farm-review,三ツ星ファームとは？料金・送料・7食/14食/21食・栄養基準を解説【2026年版】,A. 単体サービス紹介,三ツ星ファーム,料金・送料・7食/14食/21食・栄養基準を解説【2026年版】,自動変換可能,Aとは？〜,宅配食,2026-08-22,2026-08-22,"三ツ星ファームの7食6,485円、14食11,458円、21食14,918円、送料、三ツ星基準、長期継続応援プランを整理します。",service_review,あり,,可,
mitsui-carshares-review,三井のカーシェアーズとは？料金・月会費無料プラン・距離料金・使い方を解説【2026年版】,A. 単体サービス紹介,三井のカーシェアーズ,料金・月会費無料プラン・距離料金・使い方を解説【2026年版】,自動変換可能,Aとは？〜,カーシェア,2026-08-22,2026-08-22,三井のカーシェアーズのベーシックプラン、月会費無料プラン、10分料金、6時間以内の距離料金、予約開始日、車種クラスを2026年公式情報で整理します。,service_review,あり,,可,
mobile-plan-comparison,スマホ料金プラン4社を比較｜ahamo・povo・LINEMO・楽天モバイルどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,スマホ料金プラン4社を比較,ahamo・povo・LINEMO・楽天モバイルどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,スマホキャリア,2026-08-22,2026-08-22,ahamo、povo、LINEMO、楽天モバイルを3GB・10GB・30GB・無制限、通話、海外、回線で比較します。,service_comparison,あり,,可,
montessori-education,モンテッソーリ教育とは？特徴・敏感期・教具・家庭での取り入れ方・注意点を解説【2026年版】,A. 単体サービス紹介,モンテッソーリ教育,特徴・敏感期・教具・家庭での取り入れ方・注意点を解説【2026年版】,自動変換可能,Aとは？〜,教育法,2026-08-22,2026-08-22,モンテッソーリ教育の自己教育力、敏感期、教具、0〜6歳の考え方、家庭での取り入れ方、メリット・注意点を2026年の公式情報をもとに整理します。,service_review,あり,,可,
montessori-vs-steiner,モンテッソーリ教育とシュタイナー教育を比較｜違い・向いている家庭・幼児期の考え方を解説【2026年版】,B. 2サービス比較,モンテッソーリ教育 vs シュタイナー教育,モンテッソーリ教育とシュタイナー教育を、子ども観、幼児期、自由、教具、遊び、芸術、家庭での取り入れ方、向いている家庭で比較します。,ほぼ自動変換可能,AとBを比較,教育法,2026-08-22,2026-08-22,モンテッソーリ教育とシュタイナー教育を、子ども観、幼児期、自由、教具、遊び、芸術、家庭での取り入れ方、向いている家庭で比較します。,service_comparison,あり,,可,
moving-service-comparison,引越しサービス4社を比較｜SUUMO・引越し侍・サカイ・アートの使い分け【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,引越しサービス4社を比較,SUUMO・引越し侍・サカイ・アートの使い分け【2026年版】,人間確認推奨,Nサービスを比較,引越し,2026-08-22,2026-08-22,SUUMO引越し見積もり、引越し侍、サカイ、アートを一括比較・直接見積もり・電話・プラン・使い分けで整理します。,service_comparison,あり,,可,
music-subscription-comparison,音楽サブスク4社を比較｜Spotify・Apple Music・Amazon Music・YouTube Musicどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,音楽サブスク4社を比較,Spotify・Apple Music・Amazon Music・YouTube Musicどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,音楽サブスク,2026-08-22,2026-08-22,Spotify、Apple Music、Amazon Music Unlimited、YouTube Musicを、料金、無料プラン、学割、ファミリー、音質、オフライン再生、レコメンド、動画連携で比較します。,service_comparison,あり,,可,
n8n-ai-agent-review,n8n AI Agentとは？作り方・料金・普通の自動化との違いをわかりやすく解説,A. 単体サービス紹介,n8n AI Agent,作り方・料金・普通の自動化との違いをわかりやすく解説,自動変換可能,Aとは？〜,AI業務自動化,2026-08-23,2026-08-24,n8nは、複数のWebサービスをつないで業務を自動化できるワークフローツールです。その中でAI Agentを使うと、あらかじめ決めた処理を順番に実行するだけでなく、AIが状況を見て使うツールや次の行動を選ぶワークフローを作れます。,service_review,あり,,可,
n8n-vs-gumloop,n8nとGumloopを比較｜AI Agent・ワークフロー・セルフホスト・料金はどっち？【2026年版】,B. 2サービス比較,n8n vs Gumloop,n8nとGumloopをAI Agent、ノード型ワークフロー、セルフホスト、Evals、料金単位、企業運用で比較します。,ほぼ自動変換可能,AとBを比較,AI業務自動化,2026-08-23,2026-08-23,n8nとGumloopをAI Agent、ノード型ワークフロー、セルフホスト、Evals、料金単位、企業運用で比較します。,service_comparison,あり,,可,
naive-ai,Naïveとは？AIエージェント向けインフラの仕組み・料金・どんな開発に向いているかを解説,A. 単体サービス紹介,Naïve,AIエージェント向けインフラの仕組み・料金・どんな開発に向いているかを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-22,2026-08-24,Naïveは、AIエージェントがコードを書くところから一歩進み、データベース、認証、ストレージ、決済、電話などを使って実際のサービスや事業を動かすためのインフラをまとめて提供する開発者向けサービスです。,service_review,あり,,可,
napkin-ai-review,Napkin AIとは？使い方・料金・無料版でどこまで図解を作れるかを解説,A. 単体サービス紹介,Napkin AI,使い方・料金・無料版でどこまで図解を作れるかを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-21,2026-08-24,Napkin AIは、文章を読み取り、その内容に合った図解、フローチャート、マインドマップ、インフォグラフィックなどをAIで生成できるビジュアル作成サービスです。,service_review,あり,,可,
needstour-review,ニーズツアーの評判・口コミは？沖縄・北海道旅行で使うメリット・デメリットを解説【2026年版】,A. 単体サービス紹介,ニーズツアー 評判,ニーズツアーの評判・口コミは？沖縄・北海道旅行で使うメリット・デメリットを解説【2026年版】,ほぼ自動変換可能,Aは〜,旅行,2026-08-16,2026-08-16,ニーズツアーの特徴、評判・口コミ、沖縄・北海道旅行で使うメリット・デメリット、他サービスとの違いを整理します。,service_review,あり,SRV-000014-needstour,可,
net-bank-comparison,ネット銀行4社を比較｜楽天銀行・ドコモの銀行・PayPay銀行・auじぶん銀行どれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,ネット銀行4社を比較,楽天銀行・ドコモの銀行・PayPay銀行・auじぶん銀行どれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,ネット銀行,2026-08-22,2026-08-22,楽天銀行、ドコモの銀行、PayPay銀行、auじぶん銀行を普通預金、ATM、振込、ポイント、経済圏で比較します。,service_comparison,あり,,可,
net-supermarket-comparison,ネットスーパー4社を比較｜Amazonフレッシュ・Green Beans・イオン・楽天マートどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,ネットスーパー4社を比較,Amazonフレッシュ・Green Beans・イオン・楽天マートどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,ネットスーパー,2026-08-22,2026-08-22,Amazonフレッシュ、Green Beans、イオンネットスーパー、楽天マートを、送料、最低注文金額、配送エリア、ポイント、当日配送、向いている人で比較します。,service_comparison,あり,,可,
netflix-review,Netflixとは？料金・広告つき・スタンダード・プレミアム・同時視聴を解説【2026年版】,A. 単体サービス紹介,Netflix,料金・広告つき・スタンダード・プレミアム・同時視聴を解説【2026年版】,自動変換可能,Aとは？〜,動画配信,2026-08-22,2026-08-22,"Netflixの広告つきスタンダード890円、スタンダード1,590円、プレミアム2,290円、画質、同時視聴、ダウンロードを2026年公式情報で整理します。",service_review,あり,,可,
netflix-vs-unext,NetflixとU-NEXTを比較｜料金・作品・ポイント・同時視聴はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,NetflixとU-NEXTを比較,料金・作品・ポイント・同時視聴はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,動画配信,2026-08-22,2026-08-22,"NetflixとU-NEXTを、月額料金、広告、オリジナル、新作レンタル、1,200ポイント、同時視聴、家族利用で比較します。",service_comparison,あり,,可,
nightcap-camera,NightCap Cameraとは？使い方・料金・夜景や星空で使う意味をわかりやすく解説,A. 単体サービス紹介,NightCapカメラ,NightCap Cameraとは？使い方・料金・夜景や星空で使う意味をわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-22,2026-08-23,NightCap Cameraは、iPhoneやiPadで夜景、星空、オーロラ、光跡などを撮影するための低照度・長時間露光カメラアプリです。通常のカメラアプリより暗い環境での撮影に特化し、長時間露光や天体撮影向けのモードを利用できます。,service_review,あり,,可,
nippon-travel-jr-hotel-review,日本旅行の評判・口コミは？JR＋宿泊セットプランのメリット・デメリットと予約前の注意点【2026年版】,A. 単体サービス紹介,日本旅行 評判,日本旅行の評判・口コミは？JR＋宿泊セットプランのメリット・デメリットと予約前の注意点【2026年版】,ほぼ自動変換可能,Aは〜,旅行,2026-08-15,2026-08-15,日本旅行のJR＋宿泊セットプランについて、評判・口コミ、メリット・デメリット、予約前の注意点を公式情報と第三者評価をもとに整理します。,service_review,あり,SRV-000011-nippon-travel-jr-hotel,要確認,
noir-review,NOIRとは？AI写真の作り方・料金・Proにする意味をわかりやすく解説,A. 単体サービス紹介,Noir,NOIRとは？AI写真の作り方・料金・Proにする意味をわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,NOIR: AI写真ジェネレーターは、自撮り写真を1枚アップロードし、用意されたテンプレートを選ぶだけで、旅行、ビジネス、スーパーカーなど別のシチュエーションにいるようなAI写真を生成できるアプリです。,service_review,あり,,可,
nosh-review,nosh（ナッシュ）とは？料金・送料・メニュー・糖質・解約を解説【2026年版】,A. 単体サービス紹介,nosh,（ナッシュ）とは？料金・送料・メニュー・糖質・解約を解説【2026年版】,自動変換可能,Aとは？〜,宅配食,2026-08-22,2026-08-22,noshの6・8・10・12・20食料金、送料、糖質30g以下・塩分2.5g以下、メニュー、nosh club、解約・スキップまで2026年公式情報で整理します。,service_review,あり,,可,
nosh-vs-mitsuboshi-farm,noshと三ツ星ファームを比較｜料金・送料・味・栄養・解約はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,noshと三ツ星ファームを比較,料金・送料・味・栄養・解約はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,宅配食,2026-08-22,2026-08-22,noshと三ツ星ファームを通常料金、送料、メニュー、栄養基準、食数、継続割引、解約条件で比較します。,service_comparison,あり,,可,
notebooklm-review,Gemini Notebook（旧NotebookLM）とは？使い方・料金・無料版でどこまでできるかを解説,A. 単体サービス紹介,NotebookLM,Gemini Notebook（旧NotebookLM）とは？使い方・料金・無料版でどこまでできるかを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-21,2026-08-24,Gemini Notebookは、自分で集めた資料やWeb情報をもとに、質問、要約、調査、音声解説、動画解説、マインドマップ、レポート、スライドなどを作れるGoogleのAIリサーチサービスです。,service_review,あり,,可,
notebooklm-vs-perplexity-vs-gemini,NotebookLM・Perplexity・Geminiを比較｜AIで調べ物をするならどれがおすすめ？違いを用途別に解説【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,NotebookLM・Perplexity・Geminiを比較,AIで調べ物をするならどれがおすすめ？違いを用途別に解説【2026年版】,人間確認推奨,違いを比較,AIサービス,2026-08-21,2026-08-22,AIで調べ物をするとき、候補に入りやすいのがNotebookLM、Perplexity、Geminiです。,service_comparison,なし,,可,
notta-review,Nottaとは？使い方・料金・どんな人に向いているかをわかりやすく解説,A. 単体サービス紹介,Notta,使い方・料金・どんな人に向いているかをわかりやすく解説,自動変換可能,Aとは？〜,AI議事録,2026-08-12,2026-08-23,Nottaの使い方、料金、対応端末、文字起こし、要約、どんな人に向いているかを公式情報をもとに整理します。,service_review,あり,SRV-000002,可,
notta-vs-fathom,NottaとFathomを比較｜どっちがおすすめ？料金・無料版・対応環境の違い【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,NottaとFathomを比較,どっちがおすすめ？料金・無料版・対応環境の違い【2026年版】,人間確認推奨,A vs B,AI議事録,2026-08-12,2026-08-12,NottaとFathomの料金、無料版、対応環境、スマホ対応、Web会議対応、Botなし録音の違いを公式情報をもとに比較します。,comparison,あり,SRV-000001-fathom;SRV-000002-notta,可,
nuro-hikari-review,NURO 光とは？料金・2ギガと10ギガの違い・開通前の注意点まで解説,A. 単体サービス紹介,NURO 光,料金・2ギガと10ギガの違い・開通前の注意点まで解説,自動変換可能,Aとは？〜,ネット回線,2026-08-22,2026-08-25,NURO 光は、ソニーネットワークコミュニケーションズが提供する光回線サービスです。,service_review,あり,,可,
nursing-related-diagram-review,看護関連図Neoとは？使い方・料金・実習でどこまで使えるかをわかりやすく解説,A. 単体サービス紹介,看護学生必携!関連図アプリ,看護関連図Neoとは？使い方・料金・実習でどこまで使えるかをわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,看護関連図Neoは、疾患や症状、治療、ADL、生活背景などを選びながら、個別性のある看護関連図と看護計画を作成できる看護学生向けアプリです。日本のApp Storeでは300円の買い切りで、現役看護師との共同開発として提供されています。,service_review,あり,,可,
official-ticket-resale-vs-ticket-market,公式リセールとチケット売買サイトの違い｜どっちを使う？転売・本人確認・安全性を解説【2026年版】,B. 2サービス比較,公式リセール vs チケット売買サイト,公式リセールとチケット売買サイトの違いを解説。定価、手数料、本人確認、入場リスク、チケット不正転売禁止法、チケジャム等を使う前の確認事項を整理します。,ほぼ自動変換可能,その他,チケット,2026-08-22,2026-08-22,公式リセールとチケット売買サイトの違いを解説。定価、手数料、本人確認、入場リスク、チケット不正転売禁止法、チケジャム等を使う前の確認事項を整理します。,service_comparison,あり,,可,
olli-by-tinrocket,Olli by Tinrocketとは？使い方・料金・600円でどこまでできるかをわかりやすく解説,A. 単体サービス紹介,Olli by Tinrocket,使い方・料金・600円でどこまでできるかをわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-22,2026-08-23,Olli by Tinrocketは、iPhoneのカメラ映像や写真・動画を、手描きイラストやアニメーションのような見た目へ変換できるカメラアプリです。日本のApp Storeでは600円の買い切りで、現在はアプリ内課金なしで26種類のプリセットスタイルを利用できます。,service_review,あり,,可,
onedrive-review,OneDriveとは？料金・使い方・Microsoft 365や他クラウドとの違いを解説,A. 単体サービス紹介,OneDrive,料金・使い方・Microsoft 365や他クラウドとの違いを解説,自動変換可能,Aとは？〜,クラウドストレージ,2026-08-22,2026-08-25,OneDriveは、Microsoftが提供しているクラウドストレージサービスです。写真や書類などのファイルをオンライン上へ保存でき、パソコンやスマートフォンなど複数の端末から同じデータへアクセスできます。特にWord、Excel、Po,service_review,あり,,可,
openai-codex-review,OpenAI Codexとは？使い方・料金・CLIやアプリで何ができるかを解説,A. 単体サービス紹介,OpenAI Codex,使い方・料金・CLIやアプリで何ができるかを解説,自動変換可能,Aとは？〜,AIコーディングエージェント,2026-08-22,2026-08-24,OpenAI Codexは、コードについて質問するだけでなく、Repositoryを調べ、ファイルを編集し、CommandやTestを実行しながら開発作業そのものを進めるCoding Agentです。,service_review,あり,,可,
orbis-guide-review,オービスガイドとは？使い方・無料版との違い・2026年の注意点を解説,A. 単体サービス紹介,Orbis Guide,オービスガイドとは？使い方・無料版との違い・2026年の注意点を解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,オービスガイドは、全国の固定式・移動式オービス、Nシステム、ネズミ捕り、検問などの情報を地図とGPSで確認し、走行中に接近を通知するドライバー向けアプリです。,service_review,あり,,可,
organic-chemistry-university-exam-review,"有機化学 大学受験は買う価値ある？3本セット2,000円の受験化学アプリを解説【2026年版】",A. 単体サービス紹介,有機化学 大学受験,"は買う価値ある？3本セット2,000円の受験化学アプリを解説【2026年版】",ほぼ自動変換可能,Aは〜,アプリ,2026-08-19,2026-08-19,有機化学 大学受験は買う価値がある？価格、機能、対応環境、注意点を2026年最新情報をもとに解説します。,service_review,あり,SRV-000035-organic-chemistry-university-exam,可,
orix-carshare-review,オリックスカーシェアとは？料金・月額880円・6時間距離料金0円・学生プランを解説【2026年版】,A. 単体サービス紹介,オリックスカーシェア,料金・月額880円・6時間距離料金0円・学生プランを解説【2026年版】,自動変換可能,Aとは？〜,カーシェア,2026-08-22,2026-08-22,オリックスカーシェアの個人Aプラン月880円、880円分サービス料金、15分料金、6時間以内の距離料金0円、学生プラン、初期費用を2026年公式情報で整理します。,service_review,あり,,可,
otter-ai-review,Otter.aiとは？使い方・料金・無料版でどこまで議事録を作れるかを解説,A. 単体サービス紹介,Otter.ai,使い方・料金・無料版でどこまで議事録を作れるかを解説,自動変換可能,Aとは？〜,AI議事録,2026-08-12,2026-08-24,Otter.aiは、会議や会話を録音・文字起こしし、AIで要約やアクション項目まで整理できるAIミーティングツールです。,service_review,あり,SRV-000004-otter-ai,可,
overseas-ec-comparison,海外通販4社比較｜Temu・AliExpress・eBay・SHEINはどれがいい？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,海外通販4社比較,Temu・AliExpress・eBay・SHEINはどれがいい？【2026年版】,人間確認推奨,Nサービスを比較,EC・通販,2026-08-22,2026-08-22,Temu、AliExpress、eBay、SHEINの違いを比較。安さ、品揃え、ファッション、中古・希少品、返品、初心者向けかどうかまで整理します。,service_comparison,あり,,可,
